pelaaja_id,Pelaaja_Nimi,Pelaaja_Joukkue,Pelaaja_Pelipaikka,Pelaaja_Syntynyt,Pelaaja_Kansalaisuus,Pelaaja_Syntymäpaikka,Pelaaja_Ikä,Pelaaja_Pituus,Pelaaja_Paino,Pelaaja_Maila
60455497,"Ortega, Austin",TPS,Oikea laitahyökkääjä,12.4.1994,USA,"Escondido, CA, USA",27,173,75,R
29735822,"Heljanko, Rasmus",HIFK,Oikea laitahyökkääjä,27.2.2000,FIN,"Askola, FIN",21,178,77,R
31899057,"Räty, Aatu",Kärpät,Keskushyökkääjä,14.11.2002,FIN,"Oulunsalo, FIN",18,185,82,L
21673131,"Humaloja, Miska",KalPa,Keskushyökkääjä,15.5.1991,FIN,"Pyhäjärvi, FIN",29,182,90,L
31110600,"Korhonen, Benjamin",KalPa,Oikea laitahyökkääjä,11.7.2001,FIN,"Ylivieska, FIN",19,186,80,L
23793763,"Åsten, Micke-Max",HIFK,Vasen laitahyökkääjä,10.6.1992,FIN,"Helsinki, FIN",28,182,85,L
60508510,"Chlapik, Filip",Pelicans,Keskushyökkääjä,3.6.1997,CZE,"Praha, CZE",23,185,89,L
24771797,"Laakso, Tommi",Ässät,Vasen laitahyökkääjä,20.5.1997,FIN,"Vantaa, FIN",23,190,95,L
60498994,"Yip, Brandon",Jukurit,Vasen laitahyökkääjä,25.4.1985,CAN,"Maple Ridge, BC, CAN",36,185,90,R
30738423,"Utunen, Toni",Tappara,Vasen puolustaja,27.4.2000,FIN,"Kokkola, FIN",21,180,81,L
30951530,"Riekkinen, Joona",KalPa,Vasen puolustaja,5.3.1999,FIN,"Kuopio, FIN",22,180,92,L
25646106,"Gymer, Frank",Pelicans,Vasen laitahyökkääjä,7.6.1996,FIN,"Helsinki, FIN",24,177,77,L
22240990,"Laakso, Aleksi",Pelicans,Oikea puolustaja,16.3.1990,FIN,"Seinäjoki, FIN",31,181,80,L
60348446,"Grman, Mario",SaiPa,Oikea puolustaja,11.4.1997,SVK,"Topolcany, SVK",24,185,89,R
29782985,"Peltomäki, Niklas",Ilves,Vasen puolustaja,9.4.1998,FIN,"Espoo, FIN",23,190,83,L
31835642,"Intonen, Aarne",TPS,Oikea laitahyökkääjä,17.7.2001,FIN,"Lieto, FIN",19,182,91,L
21926286,"Karjalainen, Miro",HIFK,Oikea puolustaja,23.5.1996,FIN,"Vihti, FIN",24,200,106,R
30821864,"Puhakka, Petteri",Tappara,Oikea laitahyökkääjä,11.4.2001,FIN,"Pyhäjoki, FIN",20,179,77,L
24235741,"Koppanen, Joona",Ilves,Keskushyökkääjä,25.2.1998,FIN,"Tampere, FIN",23,192,80,L
24715452,"Lindroos, Alex",Pelicans,Vasen puolustaja,4.9.1995,FIN,"Helsinki, FIN",25,194,101,L
24182470,"Allén, Roni",JYP,Vasen puolustaja,10.10.1998,FIN,"Rovaniemi, FIN",22,183,91,L
28489001,"Metsävainio, Tino",Kärpät,Keskushyökkääjä,14.10.1996,FIN,"Haukipudas, FIN",24,172,67,L
24177621,"Varttinen, Aleksi",Ässät,Vasen puolustaja,26.6.1997,FIN,"Eura, FIN",23,178,85,L
40024585,"Tavernier, Sami",KalPa,Vasen laitahyökkääjä,25.4.1997,FIN,"Ambilly, FRA",24,182,83,R
21720152,"Hämäläinen, Rasmus",SaiPa,Oikea laitahyökkääjä,12.8.1994,FIN,"Lappeenranta, FIN",26,184,84,L
29554508,"Ikonen, Joni",Ilves,Keskushyökkääjä,14.4.1999,FIN,"Espoo, FIN",22,182,83,R
23349227,"Suomela, Antti",HIFK,Oikea laitahyökkääjä,17.3.1994,FIN,"Espoo, FIN",27,183,78,L
30419043,"Mäkinen, Atte",Ässät,Oikea laitahyökkääjä,27.4.1996,FIN,"Vantaa, FIN",25,179,85,L
24190598,"Salonen, Aleksi",JYP,Oikea puolustaja,3.2.1993,FIN,"Muurame, FIN",28,179,81,R
28570745,"Knuutinen, Henri",KalPa,Vasen laitahyökkääjä,27.12.1997,FIN,"Kiuruvesi, FIN",23,190,93,L
32105313,"Viitala, Leevi",Ässät,Oikea laitahyökkääjä,20.6.2001,FIN,"Pomarkku, FIN",19,183,86,R
40291921,"Aaltonen, Leevi",KooKoo,Vasen laitahyökkääjä,24.1.2001,FIN,"Mikkeli, FIN",20,175,76,L
25116157,"Riska, Filip",Sport,Keskushyökkääjä,13.5.1985,FIN,"Pietarsaari, FIN",35,184,91,L
40311086,"Lofquist, Sam",SaiPa,Oikea puolustaja,15.3.1990,FIN,"Somerset, WI, USA",31,188,93,R
30870187,"Salmela, Santeri",Jukurit,Oikea puolustaja,10.6.2000,FIN,"Lappeenranta, FIN",20,186,87,L
29650046,"Laitinen, Vili",Lukko,Oikea puolustaja,18.12.1999,FIN,"Lohja, FIN",21,175,80,R
60470901,"Moverare, Jacob",SaiPa,Oikea puolustaja,31.8.1998,SWE,"Östersund, SWE",22,189,90,L
22064150,"Kojo, Markus",SaiPa,Vasen puolustaja,30.3.1994,FIN,"Noormarkku, FIN",27,194,101,L
27666320,"Mäkinen, Miro",Ässät,Keskushyökkääjä,27.4.1996,FIN,"Vantaa, FIN",25,180,85,L
22686282,"Niemi, Mika",Ässät,Keskushyökkääjä,10.3.1988,FIN,"Pori, FIN",33,186,87,L
31252775,"Aaltonen, Samuli",Ässät,Vasen laitahyökkääjä,22.8.2000,FIN,"Uusikaupunki, FIN",20,189,85,L
40432227,"Krivosik, Filip",SaiPa,Oikea laitahyökkääjä,27.3.1999,SVK,"Bratislava, SVK",22,193,94,R
23620535,"Westermarck, Victor",Sport,Vasen puolustaja,26.2.1994,FIN,"Espoo, FIN",27,188,89,R
60460725,"Roman, Ondrej",Ilves,Keskushyökkääjä,8.2.1989,CZE,"Ostrava, CZE",32,182,83,L
22051338,"Koivisto, Kimi",KooKoo,Keskushyökkääjä,31.12.1992,FIN,"Heinola, FIN",28,182,86,L
24783853,"Lintuniemi, Alex",JYP,Vasen puolustaja,23.9.1995,FIN,"Helsinki, FIN",25,192,105,L
30759761,"Kautiainen, Niko",SaiPa,Oikea laitahyökkääjä,17.8.2001,FIN,"Helsinki, FIN",19,182,77,R
28727446,"Koskenkorva, Jesse",Kärpät,Keskushyökkääjä,31.7.1999,FIN,"Oulu, FIN",21,184,81,L
29679441,"Ronkainen, Taneli",Kärpät,Vasen puolustaja,28.3.1995,FIN,"Kuusamo, FIN",26,183,79,L
24769356,"Lahtela, Mikko",HPK,Keskushyökkääjä,19.10.1992,FIN,"Lahti, FIN",28,187,85,L
31555838,"Niemelä, Topi",Kärpät,Oikea puolustaja,25.3.2002,FIN,"Oulu, FIN",19,181,75,R
28942315,"Laavainen, Roope",KalPa,Oikea puolustaja,23.8.1998,FIN,"Vantaa, FIN",22,187,91,R
60487873,"Hayton, Barrett",Ilves,Keskushyökkääjä,9.6.2000,CAN,"Peterborough, ON, CAN",20,186,87,L
23424825,"Teppo, Miihkali",Kärpät,Vasen puolustaja,28.12.1992,FIN,"Helsinki, FIN",28,189,87,L
24811398,"Louhivaara, Ossi",JYP,Oikea laitahyökkääjä,31.8.1983,FIN,"Kotka, FIN",37,186,89,R
30728763,"Ojantakanen, Valtteri",SaiPa,Oikea laitahyökkääjä,16.9.2000,FIN,"Helsinki, FIN",20,183,80,R
33388333,"Koskela, Santeri",JYP,Keskushyökkääjä,20.10.2002,FIN,"Jyväskylä, FIN",18,176,66,L
60492189,"Dellandrea, Ty",JYP,Vasen laitahyökkääjä,21.7.2000,CAN,"Port Perry, ON, CAN",20,185,86,R
31519609,"Puutio, Kasper",Kärpät,Vasen puolustaja,3.6.2002,FIN,"Vaasa, FIN",18,181,80,R
23555503,"Vainikainen, Ville",SaiPa,Vasen laitahyökkääjä,26.1.1994,FIN,"Kuopio, FIN",27,180,93,L
32976568,"Malinen, Aleksi",JYP,Vasen puolustaja,26.5.2003,FIN,"Tuusula, FIN",17,183,77,L
25567120,"Somppi, Otto",Pelicans,Keskushyökkääjä,12.1.1998,FIN,"Helsinki, FIN",23,188,87,L
40003574,"Liukas, Eetu",TPS,Vasen laitahyökkääjä,25.9.2002,FIN,"Kaarina, FIN",18,188,93,L
29641327,"Matinpalo, Nikolas",Ässät,Oikea puolustaja,5.10.1998,FIN,"Espoo, FIN",22,190,92,R
25618516,"Saarelainen, Miro-Pekka",Pelicans,Oikea laitahyökkääjä,26.4.1994,FIN,"Vantaa, FIN",27,177,80,R
24612937,"Koistinen, Ville",HPK,Oikea puolustaja,17.6.1982,FIN,"Oulu, FIN",38,181,86,L
29670505,"Henriksson, Jere",Tappara,Oikea laitahyökkääjä,8.2.2001,FIN,"Oulu, FIN",20,180,85,L
31555841,"Ottavainen, Ville",JYP,Vasen puolustaja,12.8.2002,FIN,"Oulu, FIN",18,190,95,R
21849554,"Järvinen, Joonas",Ässät,Vasen puolustaja,5.1.1989,FIN,"Turku, FIN",32,190,97,L
40020340,"Jeskanen, Valtteri",HPK,Vasen puolustaja,7.11.2000,FIN,"Hyvinkää, FIN",20,181,81,L
22993098,"Rajaniemi, Sami",Jukurit,Maalivahti,20.8.1992,FIN,"Oulainen, FIN",28,184,83,L
22770952,"Nättinen, Topi",Tappara,Vasen laitahyökkääjä,1.4.1994,FIN,"Jyväskylä, FIN",27,178,81,L
40005621,"Airola, Santeri",Ilves,Oikea puolustaja,29.6.2000,FIN,"Imatra, FIN",20,180,74,R
31017907,"Vanttaja, Olli",Sport,Oikea puolustaja,9.6.1999,FIN,"Oulu, FIN",21,182,82,L
60350439,"Ytterell, Alexander",KooKoo,Oikea puolustaja,1.7.1991,SWE,"Vetlanda, SWE",29,184,82,R
29615777,"Nordgren, Niklas",HIFK,Oikea laitahyökkääjä,4.5.2000,FIN,"Helsinki, FIN",20,175,83,R
31209498,"Niemeläinen, Markus",Ässät,Vasen puolustaja,8.6.1998,FIN,"Kuopio, FIN",22,197,93,L
23155013,"Saha, Mikael",Jukurit,Oikea laitahyökkääjä,5.3.1995,FIN,"Loimaa, FIN",26,188,84,L
30851669,"Huttunen, Heikki",Jukurit,Oikea laitahyökkääjä,25.9.1998,FIN,"Helsinki, FIN",22,180,83,R
23179112,"Salminen, Sakari",Ässät,Vasen laitahyökkääjä,31.5.1988,FIN,"Pori, FIN",32,180,77,R
33388168,"Kombe, Kristjan",HPK,Oikea laitahyökkääjä,28.3.2000,FIN,"Kuressaari, EST",21,187,81,L
30010662,"Juusola, Mikko",SaiPa,Vasen laitahyökkääjä,17.3.1998,FIN,"Kuusamo, FIN",23,179,75,L
33451105,"Auvitu, Yohann",HIFK,Vasen puolustaja,27.7.1989,FRA,"Ivry-sur-Seine, FRA",31,182,89,L
29948541,"Reunanen, Tarmo",HPK,Vasen puolustaja,1.3.1998,FIN,"Äänekoski, FIN",23,182,81,L
40172011,"Oden, Markus",Jukurit,Oikea laitahyökkääjä,9.7.2001,FIN,"Pierce, WA, USA",19,177,70,R
60455460,"Bibic, Alen",TPS,Vasen puolustaja,16.10.1991,SWE,"Ugao, YUG",29,194,100,L
30138036,"Ronkainen, Miska",HPK,Oikea laitahyökkääjä,20.9.1999,FIN,"Forssa, FIN",21,174,81,L
29937756,"Karjalainen, Leevi",SaiPa,Oikea puolustaja,4.3.2000,FIN,"Helsinki, FIN",21,182,78,L
24825038,"Mäkelä, Aleksi",Sport,Oikea puolustaja,3.5.1993,FIN,"Kiiminki, FIN",27,180,87,R
24229184,"Mäkinen, Atte",Jukurit,Vasen puolustaja,17.5.1995,FIN,"Tampere, FIN",25,191,92,R
31779229,"Petman, Ville",SaiPa,Keskushyökkääjä,18.1.2000,FIN,"Lappeenranta, FIN",21,179,82,L
23684063,"Voutilainen, Joona",KooKoo,Maalivahti,17.11.1996,FIN,"Espoo, FIN",24,186,72,L
30117507,"Mäkiniemi, Eetu",Ilves,Maalivahti,19.4.1999,FIN,"Vantaa, FIN",22,189,80,L
23486067,"Tuohimaa, Frans",HIFK,Maalivahti,19.8.1991,FIN,"Helsinki, FIN",29,188,89,L
27843800,"Westerholm, Niclas",SaiPa,Maalivahti,13.8.1997,FIN,"Helsinki, FIN",23,193,90,L
60457112,"Brattström, Victor",KooKoo,Maalivahti,22.3.1997,SWE,"Göteborg, SWE",24,196,89,L
60454981,"Kolusz, Marcin",Sport,Vasen puolustaja,18.1.1985,POL,"Limanowa, POL",36,186,87,L
32522158,"Thomson, Lassi",Ilves,Oikea puolustaja,24.9.2000,FIN,"Tampere, FIN",20,182,86,R
30747854,"Kiesilä, Perttu",Jukurit,Keskushyökkääjä,31.5.1998,FIN,"Mäntyharju, FIN",22,181,72,R
33424682,"Määttä, Rami",Ässät,Vasen puolustaja,3.4.2002,FIN,"Oulu, FIN",19,179,77,L
33076328,"Sedoff, Christoffer",SaiPa,Oikea puolustaja,20.2.2002,FIN,"Helsinki, FIN",19,184,77,L
40013106,"Koskimies, Mikael",SaiPa,Oikea puolustaja,28.3.2000,FIN,"Lappeenranta, FIN",21,191,87,L
21700651,"Hyvärinen, Ville",Jukurit,Vasen puolustaja,6.6.1991,FIN,"Kuopio, FIN",29,190,95,L
22675468,"Nevalainen, Niklas",SaiPa,Oikea puolustaja,28.6.1993,FIN,"Nakkila, FIN",27,177,82,L
32003004,"Lehtinen, Atso",HPK,Vasen puolustaja,2.1.2001,FIN,"Hämeenlinna, FIN",20,182,84,L
24260583,"Ahonen, Rony",HIFK,Oikea puolustaja,17.1.1987,FIN,"Porvoo, FIN",34,182,91,L
30487321,"Vaakanainen, Urho",SaiPa,Vasen puolustaja,1.1.1999,FIN,"Joensuu, FIN",22,185,85,L
22843711,"Peltola, Niko",Ilves,Vasen puolustaja,1.6.1990,FIN,"Huittinen, FIN",30,187,90,L
33606280,Joakim |,JYP,Oikea laitahyökkääjä,27.4.2004,FIN,"Jyväskylän mlk, FIN",17,179,73,R
32321838,"Kapanen, Karri",KooKoo,Vasen laitahyökkääjä,8.11.2000,FIN,"Savonlinna, FIN",20,178,81,L
23251373,"Siekkinen, Jani",JYP,Keskushyökkääjä,6.8.1997,FIN,"Rauma, FIN",23,182,88,R
60455498,"Weinger, Evan",TPS,Oikea laitahyökkääjä,18.4.1997,USA,"Los Angeles, CA, USA",24,183,82,R
24555256,"Kankaanperä, Markus",HPK,Vasen puolustaja,7.4.1980,FIN,"Skellefteå, SWE",41,187,95,L
30936623,"Haarala, Santeri",Sport,Oikea laitahyökkääjä,10.2.2000,FIN,"Vaasa, FIN",21,174,80,L
30548804,"Haarti, Jaakko",Jukurit,Oikea puolustaja,15.1.1999,FIN,"Helsinki, FIN",22,179,77,R
32294910,"Ylitalo, Niklas",Lukko,Oikea laitahyökkääjä,1.2.2000,FIN,"Rauma, FIN",21,179,79,R
31411901,"Heikkinen, Lari",Sport,Oikea laitahyökkääjä,23.5.2000,FIN,"Oulu, FIN",20,179,85,L
34339491,"Korhonen, Joona",Ilves,Vasen laitahyökkääjä,14.2.2003,FIN,"Tampere, FIN",18,185,84,L
24530970,"Kinnunen, Saku",KooKoo,Vasen puolustaja,3.1.1995,FIN,"Kuhmo, FIN",26,177,85,L
29022140,"Seppälä, Niko",JYP,Vasen puolustaja,9.9.1998,FIN,"Helsinki, FIN",22,186,96,L
27828252,"Larmi, Emil",HPK,Maalivahti,28.9.1996,FIN,"Lahti, FIN",24,182,84,L
23118759,"Rämö, Karri",TPS,Maalivahti,1.7.1986,FIN,"Asikkala, FIN",34,189,93,L
60462059,"Bartosak, Patrik",Pelicans,Maalivahti,29.3.1993,CZE,"Koprivnice, CZE",28,185,88,L
31006060,"Lebedeff, Daniel",HPK,Maalivahti,23.5.1999,FIN,"Helsinki, FIN",21,187,81,L
28890904,"Halonen, Niilo",HIFK,Maalivahti,15.7.1998,FIN,"Loppi, FIN",22,188,81,L
24390673,"Hovinen, Niko",Sport,Maalivahti,16.3.1988,FIN,"Helsinki, FIN",33,200,98,L
21296411,"Aittokallio, Sami",Ässät,Maalivahti,6.8.1992,FIN,"Tampere, FIN",28,188,85,L
29857823,"Ruusu, Markus",JYP,Maalivahti,23.8.1997,FIN,"Jämsä, FIN",23,188,78,L
21589720,"Heljanko, Christian",Tappara,Maalivahti,2.4.1997,FIN,"Porvoo, FIN",24,182,76,L
23249408,"Setänen, Oskari",Lukko,Maalivahti,28.4.1994,FIN,"Eura, FIN",27,186,87,L
29652963,"Luukkonen, Ukko-Pekka",TPS,Maalivahti,9.3.1999,FIN,"Espoo, FIN",22,196,100,L
30667484,"Matikainen, Kalle",Jukurit,Vasen laitahyökkääjä,5.6.2000,FIN,"Oulu, FIN",20,179,80,L
21440937,"Friberg, Jere",KooKoo,Keskushyökkääjä,10.7.1995,FIN,"Laitila, FIN",25,185,90,L
31582018,"Reini, Roope",SaiPa,Vasen puolustaja,29.5.1999,FIN,"Raisio, FIN",21,179,81,L
24270214,"Autio, Erik",KooKoo,Oikea puolustaja,23.7.1995,FIN,"Espoo, FIN",25,179,83,L
32869811,"Karvinen, Roni",SaiPa,Vasen laitahyökkääjä,22.10.2002,FIN,"Vantaa, FIN",18,184,90,L
30984675,"Matinmikko, Aleksi",Ässät,Oikea puolustaja,6.3.2000,FIN,"Helsinki, FIN",21,181,85,R
32419009,"Liikonen, Väinö",KooKoo,Vasen puolustaja,19.7.2001,FIN,"Kouvola, FIN",19,192,105,L
24229715,"Jalonen, Jimi",SaiPa,Oikea puolustaja,21.4.1996,FIN,"Riihimäki, FIN",25,181,81,R
34610178,"Lentämäki, Matias",HIFK,Vasen puolustaja,7.7.2000,FIN,"Helsinki, FIN",20,187,82,L
29942725,"Salminen, Saku",Tappara,Vasen puolustaja,13.11.1999,FIN,"Tampere, FIN",21,184,88,L
24188254,"Larinmaa, Joonas",JYP,Vasen laitahyökkääjä,29.10.1992,FIN,"Turku, FIN",28,173,73,L
29665125,"Rämö, Jerkko",Pelicans,Oikea puolustaja,9.5.2000,FIN,"Pirkkala, FIN",20,179,75,L
34133817,"Tuomaala, Samu",Kärpät,Oikea laitahyökkääjä,8.1.2003,FIN,"Oulu, FIN",18,178,80,R
60455236,"Norin, Eric",Tappara,Oikea puolustaja,22.10.1991,SWE,"Täby, SWE",29,182,78,R
60460180,"Bizon, Ondrej",Ilves,Maalivahti,9.5.2004,CZE,"Brno, CZE",16,180,74,L
31330435,Niko |,JYP,Oikea laitahyökkääjä,14.8.2000,FIN,"Heinola, FIN",20,175,72,L
31755748,"Istala, Viljami",SaiPa,Vasen puolustaja,22.2.2000,FIN,"Lappeenranta, FIN",21,185,83,L
31001845,"Koskenkorva, Samu",Kärpät,Vasen puolustaja,11.5.2001,FIN,"Oulu, FIN",19,175,77,L
40312846,"Kukkonen, Lasse",Kärpät,Vasen puolustaja,18.9.1981,FIN,"Oulu, FIN",39,183,85,L
22181127,"Kumpulainen, Janne",JYP,Vasen laitahyökkääjä,12.3.1991,FIN,"Jyväskylä, FIN",30,174,84,L
30730803,"Loponen, Kalle",Kärpät,Vasen puolustaja,13.3.2001,FIN,"Turku, FIN",20,181,85,R
30131813,"Mäkelä, Alex",Lukko,Maalivahti,12.10.2000,FIN,"Rauma, FIN",20,177,72,L
34522981,"Mäkelä, Leevi",JYP,Maalivahti,2.4.2002,FIN,"Pihtipudas, FIN",19,184,75,L
60477337,"McIsaac, Jared",HPK,Oikea puolustaja,27.3.2000,CAN,"Truro, NS, CAN",21,186,87,L
32413982,"Niemi, Eero",Ässät,Vasen laitahyökkääjä,2.10.2002,FIN,"Pori, FIN",18,182,88,L
32372777,"Ruotsalainen, Arttu",Sport,Maalivahti,23.8.2000,FIN,"Joensuu, FIN",20,195,88,L
40084827,"Silvennoinen, Lukas",Jukurit,Maalivahti,13.8.2002,FIN,"Turku, FIN",18,191,80,R
30969140,"Teissala, Leevi",TPS,Vasen laitahyökkääjä,5.1.2001,FIN,"Turku, FIN",20,180,73,R
30010552,"Tukiainen, Leevi",Pelicans,Oikea laitahyökkääjä,20.1.2000,FIN,"Lahti, FIN",21,182,80,R
40009752,"Varjamo, Eppu",Ilves,Vasen laitahyökkääjä,15.8.2000,FIN,"Loimaa, FIN",20,176,85,L
31584650,"Auvinen, Severi",SaiPa,Maalivahti,12.5.2001,FIN,"Helsinki, FIN",19,180,78,L
31589972,"Blomqvist, Joel",Kärpät,Maalivahti,10.1.2002,FIN,"Pietarsaari, FIN",19,186,83,L
60330620,"Helander, Juho",JYP,Maalivahti,27.1.2002,FIN,"Seinäjoki, FIN",19,183,83,L
29551488,"Kuiri, Niko",Sport,Keskushyökkääjä,5.6.1998,FIN,"Juuka, FIN",22,185,86,L
33039983,"Lampinen, Jani",HIFK,Maalivahti,14.2.2003,FIN,"Helsinki, FIN",18,186,80,L
30933697,Lassi |,Sport,Maalivahti,29.11.2001,FIN,"Espoo, FIN",19,191,93,L
32509715,"Suni, Oliver",Lukko,Vasen laitahyökkääjä,13.2.2002,FIN,"Kempele, FIN",19,188,85,R
40004108,"Helomaa, Juuso",Ässät,Maalivahti,27.2.2003,FIN,"Turku, FIN",18,186,90,L
34398911,"Meriläinen, Leevi",Kärpät,Maalivahti,13.8.2002,FIN,"Oulu, FIN",18,190,81,L
32637771,"Vuorio, Emil",TPS,Maalivahti,5.9.2002,FIN,"Salo, FIN",18,184,78,L
34264401,"Jatkola, Juha",KalPa,Maalivahti,12.9.2002,FIN,"Kuopio, FIN",18,185,80,L
30793895,"Parviainen, Oskari",Pelicans,Maalivahti,7.11.2001,FIN,"Lahti, FIN",19,186,83,L
32581335,"Korhonen, Rasmus",Ässät,Maalivahti,22.10.2002,FIN,"Oulu, FIN",18,195,83,L
31877419,"Räihä, Riku",KooKoo,Maalivahti,20.1.2001,FIN,"Tampere, FIN",20,185,83,R
32629051,"Markkanen, Juho",SaiPa,Maalivahti,6.4.2002,FIN,"Edmonton, AB, CAN",19,187,70,L
23451584,"Tirronen, Rasmus",TPS,Maalivahti,9.11.1990,FIN,"Kirkkonummi, FIN",30,191,92,L
100030776,"Dostal, Lukas",Ilves,Maalivahti,22.6.2000,CZE,"Brno, CZE",20,186,79,L
31267715,"Randelin, Eetu",Jukurit,Maalivahti,12.11.2001,FIN,"Espoo, FIN",19,182,84,L
33502782,"Piiroinen, Kari",Tappara,Maalivahti,1.7.2001,FIN,"Helsinki, FIN",19,186,80,L
32309559,"Tikkanen, Henrik",KalPa,Maalivahti,28.9.2000,FIN,"Lohja, FIN",20,203,90,L
22861900,"Perhonen, Samu",KalPa,Maalivahti,7.3.1993,FIN,"Jämsänkoski, FIN",28,196,94,L
23468166,"Tolvanen, Atte",Ässät,Maalivahti,23.11.1994,FIN,"Vihti, FIN",26,184,85,L
22322342,"Laurikainen, Eetu",HPK,Maalivahti,1.2.1993,FIN,"Jyväskylä, FIN",28,183,88,L
27692297,"Parkkinen, Niko",JYP,Maalivahti,26.4.1999,FIN,"Jyväskylä, FIN",22,191,84,L
31635062,"Salminen, Oskari",KooKoo,Maalivahti,22.9.1999,FIN,"Kotka, FIN",21,195,99,L
23035023,"Reijola, Rasmus",Sport,Maalivahti,26.11.1992,FIN,"Vantaa, FIN",28,192,94,L
32498965,"Annunen, Justus",Kärpät,Maalivahti,11.3.2000,FIN,"Kempele, FIN",21,193,94,L
29933802,"Patrikainen, Jasper",Pelicans,Maalivahti,1.7.2000,FIN,"Lahti, FIN",20,185,80,L
40005288,"Aho, Karri",Ilves,Vasen puolustaja,6.9.2002,FIN,"Tampere, FIN",18,186,84,L
30616480,"Heikkala, Ville",Kärpät,Vasen laitahyökkääjä,13.11.1999,FIN,"Oulu, FIN",21,170,75,L
40035616,"Hrachovina, Dominik",Tappara,Maalivahti,29.8.1994,CZE,"Brno, CZE",26,181,85,L
60343378,"Rybár, Patrik",Kärpät,Maalivahti,9.11.1993,SVK,"Skalica, SVK",27,190,86,L
60455476,"Karejev, Andrei",TPS,Maalivahti,19.11.1994,RUS,"Moscow, RUS",26,183,72,L
60456747,"Tomek, Matej",KalPa,Maalivahti,24.5.1997,SVK,"Bratislava, SVK",23,191,83,L
27682964,"Lehtinen, Lassi",Lukko,Maalivahti,25.2.1999,FIN,"Lahti, FIN",22,183,76,L
60476681,"Söderström, Linus",Ässät,Maalivahti,23.8.1996,SWE,"Stockholm, SWE",24,194,90,L
21851801,"Järvinen, Mika",Jukurit,Maalivahti,15.11.1988,FIN,"Hattula, FIN",32,177,85,L
24555926,"Kilpeläinen, Eero",KalPa,Maalivahti,7.5.1985,FIN,"Juva, FIN",35,182,78,L
27776919,"Iso-Mustajärvi, Tomi",SaiPa,Keskushyökkääjä,7.5.1992,FIN,"Tampere, FIN",28,188,87,L
24546168,"Kolppanen, Ville",Ilves,Maalivahti,5.9.1992,FIN,"Vaasa, FIN",28,185,89,L
29924154,"Vehviläinen, Veini",JYP,Maalivahti,13.2.1997,FIN,"Jyväskylä, FIN",24,184,79,L
60487471,"Lambos, Carson",JYP,Vasen puolustaja,14.1.2003,CAN,"Winnipeg, MB, CAN",18,185,87,L
60508537,"Green, Luke",Sport,Vasen puolustaja,12.1.1998,CAN,"Halifax, NS, CAN",23,185,85,R
29935596,"Laitamäki, Elias",TPS,Vasen puolustaja,21.8.2000,FIN,"Seinäjoki, FIN",20,188,94,L
32764000,"Korkka, Onni",Lukko,Oikea puolustaja,28.4.2001,FIN,"Pori, FIN",20,187,87,L
32212769,"Pietilä, Noel",Lukko,Vasen puolustaja,3.8.2000,FIN,"Hyvinkää, FIN",20,174,72,L
28547299,"Kemppainen, Samuel",Jukurit,Oikea puolustaja,28.6.2000,FIN,"Oulunsalo, FIN",20,180,80,L
40055674,"Sarell, Aapo",SaiPa,Vasen puolustaja,31.7.2003,FIN,"Lappeenranta, FIN",17,185,85,L
30013562,"Jokinen, Jere",HPK,Oikea laitahyökkääjä,9.4.2000,FIN,"Hämeenlinna, FIN",21,189,84,R
29915053,"Niku, Tomi",JYP,Vasen puolustaja,3.10.2001,FIN,"Jyväskylä, FIN",19,174,70,L
31770891,"Markkula, Miro",Lukko,Keskushyökkääjä,26.7.2001,FIN,"Ylöjärvi, FIN",19,177,71,L
25489224,"Tuulola, Eetu",SaiPa,Oikea laitahyökkääjä,17.3.1998,FIN,"Hämeenlinna, FIN",23,190,98,R
31317982,"Linjala, Miiro",Jukurit,Vasen laitahyökkääjä,8.10.2000,FIN,"Jyväskylä, FIN",20,175,76,L
60508578,"Rockwood, Adam",Ilves,Keskushyökkääjä,22.9.1995,CAN,"Coquitlam, BC, CAN",25,178,84,L
32675788,"Mäkiaho, Daniel",HPK,Keskushyökkääjä,4.5.2001,FIN,"Espoo, FIN",19,187,76,L
32107434,"Rikkilä, Hugo",SaiPa,Oikea puolustaja,8.5.2001,FIN,"Espoo, FIN",19,182,83,L
32527917,"Hyry, Arttu",Kärpät,Oikea laitahyökkääjä,6.4.2001,FIN,"Oulu, FIN",20,187,95,R
22504856,"Mankinen, Jesse",HPK,Oikea laitahyökkääjä,20.5.1991,FIN,"Lappeenranta, FIN",29,177,82,R
29065479,"Walli, Juuso",Ässät,Vasen puolustaja,3.7.1996,FIN,"Tampere, FIN",24,195,106,L
23805761,"Ylitalo, Eemeli",Sport,Vasen puolustaja,22.2.1998,FIN,"Kauhava, FIN",23,183,92,L
30575699,"Kalajanniska, Oskari",JYP,Oikea laitahyökkääjä,18.9.1999,FIN,"Haapajärvi, FIN",21,182,76,L
60454984,"Karlkvist, Patrik",Sport,Oikea laitahyökkääjä,1.3.1992,SWE,"Trosa, SWE",29,186,98,R
40009767,"Pulli, Valtteri",TPS,Vasen puolustaja,13.3.2001,FIN,"Turku, FIN",20,197,95,L
28019536,"And, Terry",HIFK,Oikea laitahyökkääjä,7.12.1997,FIN,"Nurmijärvi, FIN",23,174,72,R
24319557,"Forsblom, Saku",Jukurit,Oikea puolustaja,23.11.1997,FIN,"Mikkeli, FIN",23,178,72,L
